,x0,x1,x2,x3,x4,x5,x6
0,38715.88594391369,32120.37662647797,-103.38087900618076,-105.84396915265236,191159.0441916001,1.2397069070691236,-0.8739588501228821
1,21988.811712422452,18001.816612740226,-260.93955733446603,-236.4186802219589,812765.2777315195,-1.3089244768534851,-0.0728570554269451
2,42941.20816197621,38465.96621134049,-200.0706496417118,-167.05560346193968,528232.1187647705,-0.0451373805128449,-0.2665848846231373
3,34892.61201064345,31100.11376724465,-97.73800952495648,-112.9051527323346,629584.8545032165,-0.1706941462188697,-0.5138134834059732
4,4781.333206551464,3734.733691421025,-270.7625089969565,-250.96260042507777,364154.35866157745,0.3797428756279606,-0.4397230014832396
5,48783.067793706854,41174.740992405386,41.40684520432361,46.84645809440023,77991.20569367833,1.239159998420435,1.1120145981367944
6,38076.09392335842,31445.316637104024,-245.68690485140775,-235.67980432569303,857596.5808672465,-1.329451814662408,-0.5985507347603333
7,39320.33011942553,31895.77627093149,-227.84273415259796,-193.64869174768535,199975.32940415337,0.5697979487057669,0.5664078826716058
8,6475.43254316325,5410.613512561943,-3.803837722308136,-1.5051428288794677,42728.60853966354,1.0315237749937014,0.3145950020311442
9,22563.266019746712,18380.494530189484,-269.8721030595283,-237.5004150681609,576977.0945738618,-0.1863770639567827,-1.3969801157751758
10,19211.479211724578,15733.82133890728,41.72151643470407,33.56787193572535,92456.32818075508,-0.1374469928931235,0.5191694384264413
11,46344.1082433222,38112.32732758909,-22.86900943538049,-24.23609810250986,104804.23334123589,0.4184493689849223,-1.4135132097576943
12,32221.746794426777,26778.905208614553,-275.29358254545826,-247.70305094804428,802373.2611676999,0.3448170778897882,0.6280918281651601
13,41152.259734479834,35098.32245055012,-35.24544928933398,-35.41736003187854,496693.49342481553,0.5823526073671226,-0.5071916431308481
14,22215.23680546037,19175.91896286846,-63.375587660781925,-56.99996096848567,249093.3677246716,0.5612805264012167,0.0083672532564522
15,11423.756991496062,10044.171009765265,-18.914392448640974,-9.82522983595574,355140.1591259236,-0.9819723056156512,-1.2942799496263389
16,27764.872567830473,22543.75049533027,25.90265530332068,19.28503006515072,731948.5690547398,0.9902664977049436,0.122382323604816
17,3265.757424720432,3459.6423951208167,-20.07186418965583,-37.9197398844784,75690.60330903583,1.1667831621902385,0.9269504179706196
18,41395.3481058697,34545.87653270776,-84.51227834795804,-81.08946334114685,125315.8097738778,0.1860828936902982,-0.8069654280226208
19,31612.68680417348,27377.070115233302,-173.5613111313311,-177.78315931331446,620099.4146406639,-1.4941553065496669,-0.607167086144011
20,37923.73998506186,32442.827064036686,-42.371986665896024,-24.123526241882125,610902.0171224362,-0.1147457060000905,0.4546210235674894
